NumDots,SubdomainLevel,PathLevel,UrlLength,NumDash,NumDashInHostname,AtSymbol,TildeSymbol,NumUnderscore,NumPercent,NumQueryComponents,NumAmpersand,NumHash,NumNumericChars,NoHttps,RandomString,IpAddress,DomainInSubdomains,DomainInPaths,HttpsInHostname,HostnameLength,PathLength,QueryLength,DoubleSlashInPath,NumSensitiveWords,EmbeddedBrandName,PctExtHyperlinks,PctExtResourceUrls,ExtFavicon,InsecureForms,RelativeFormAction,ExtFormAction,AbnormalFormAction,PctNullSelfRedirectHyperlinks,FrequentDomainNameMismatch,FakeLinkInStatusBar,RightClickDisabled,PopUpWindow,SubmitInfoToEmail,IframeOrFrame,MissingTitle,ImagesOnlyInForm,SubdomainLevelRT,UrlLengthRT,PctExtResourceUrlsRT,AbnormalExtFormActionR,ExtMetaScriptLinkRT,PctExtNullSelfRedirectHyperlinksRT,CLASS_LABEL
2.0,1.0,3.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,31.0,0.0,0.0,0.0,0.0,0.106,0.179,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.868,0.0,0.0
2.0,1.0,3.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,26.0,0.0,0.0,0.0,0.0,0.099,0.175,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.039,0.0,0.0
2.0,2.0,3.0,60.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,19.0,34.0,8.0,0.0,1.0,0.0,0.181,0.256,1.0,0.0,0.0,0.0,0.0,0.101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.115,0.0,1.0,0.0,0.0,0.0
4.0,3.0,5.0,106.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,28.0,58.0,23.0,1.0,2.0,1.0,0.797,0.871,0.0,1.0,0.0,1.0,1.0,0.331,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,0.493,1.0,1.0,0.208,0.948,1.0
6.0,2.0,6.0,128.0,3.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,10.0,1.0,1.0,1.0,1.0,1.0,0.0,34.0,70.0,26.0,1.0,2.0,1.0,0.644,0.72,0.0,1.0,1.0,1.0,1.0,0.341,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.61,1.0,1.0,0.343,1.1,1.0
1.0,0.0,1.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,1.0,3.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,24.0,0.0,0.0,0.0,0.0,0.1,0.235,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.065,0.0,0.0
3.0,3.0,3.0,75.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,28.0,46.0,14.0,1.0,2.0,1.0,0.682,0.756,0.0,1.0,0.0,1.0,1.0,0.296,1.0,1.0,1.0,0.0,1.0,1.0,1.0,4.0,1.0,0.409,1.0,1.0,0.184,1.055,1.0
2.0,1.0,4.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,28.0,0.0,0.0,0.0,0.0,0.088,0.166,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.043,0.0,0.0
2.0,2.0,3.0,61.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,35.0,8.0,0.0,1.0,0.0,0.217,0.318,1.0,0.0,0.0,0.0,0.0,0.119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.09,0.0,1.0,0.0,0.0,0.0
2.0,2.0,4.0,71.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,28.0,7.0,0.0,1.0,0.0,0.229,0.254,1.0,0.0,0.0,0.0,0.0,0.087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.115,0.0,1.0,0.0,0.0,0.0
4.0,1.0,2.0,45.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,21.0,19.0,5.0,0.0,0.0,0.0,0.0,0.114,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,3.0,5.0,108.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,25.0,42.0,16.0,1.0,2.0,1.0,0.608,0.68,0.0,1.0,0.0,1.0,1.0,0.329,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,0.498,1.0,1.0,0.175,1.162,1.0
3.0,2.0,4.0,98.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,27.0,34.0,12.0,1.0,1.0,1.0,0.366,0.411,0.0,1.0,1.0,1.0,1.0,0.181,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,0.321,1.0,0.0,0.109,0.845,1.0
2.0,1.0,3.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,25.0,0.0,0.0,0.0,0.0,0.102,0.182,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.048,0.0,0.0
3.0,3.0,4.0,73.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,31.0,36.0,18.0,1.0,2.0,1.0,0.616,0.789,0.0,1.0,0.0,1.0,1.0,0.294,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,1.0,0.458,1.0,1.0,0.195,0.944,1.0
3.0,2.0,4.0,72.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,1.0,1.0,0.0,1.0,1.0,0.0,26.0,47.0,11.0,1.0,1.0,1.0,0.583,0.491,0.0,1.0,0.0,1.0,1.0,0.181,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,0.275,1.0,0.0,0.093,0.837,1.0
3.0,2.0,5.0,75.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,24.0,38.0,10.0,1.0,1.0,1.0,0.387,0.591,0.0,1.0,1.0,1.0,1.0,0.184,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,0.348,1.0,0.0,0.092,0.96,1.0
6.0,2.0,5.0,119.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,32.0,47.0,20.0,1.0,2.0,1.0,0.709,0.867,0.0,1.0,0.0,1.0,1.0,0.256,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,0.424,1.0,1.0,0.165,1.072,1.0
5.0,2.0,5.0,85.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,1.0,1.0,0.0,1.0,1.0,0.0,29.0,32.0,14.0,1.0,1.0,1.0,0.388,0.594,0.0,1.0,1.0,1.0,1.0,0.24,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,0.25,1.0,0.0,0.102,0.804,1.0
4.0,1.0,2.0,58.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,16.0,4.0,0.0,0.0,0.0,0.0,0.116,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,1.0,2.0,47.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,23.0,5.0,0.0,0.0,0.0,0.0,0.117,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,2.0,4.0,71.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,24.0,41.0,14.0,1.0,1.0,1.0,0.428,0.427,0.0,1.0,1.0,1.0,1.0,0.182,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,0.283,1.0,0.0,0.106,1.087,1.0
3.0,2.0,3.0,93.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,1.0,1.0,0.0,1.0,1.0,0.0,23.0,36.0,9.0,1.0,1.0,1.0,0.445,0.539,0.0,1.0,0.0,1.0,1.0,0.226,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,0.356,1.0,0.0,0.085,1.018,1.0
2.0,1.0,2.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,22.0,3.0,0.0,0.0,0.0,0.101,0.117,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,3.0,6.0,83.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,29.0,50.0,21.0,1.0,2.0,1.0,0.645,0.684,0.0,1.0,0.0,1.0,1.0,0.259,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,0.555,1.0,1.0,0.178,0.922,1.0
3.0,4.0,4.0,99.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,28.0,52.0,15.0,1.0,2.0,1.0,0.653,0.836,0.0,1.0,0.0,1.0,1.0,0.287,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,1.0,0.44,1.0,1.0,0.212,0.817,1.0
4.0,1.0,2.0,54.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,21.0,19.0,5.0,0.0,0.0,0.0,0.0,0.112,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,1.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,1.0,2.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,30.0,2.0,0.0,0.0,0.0,0.085,0.102,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,1.0,3.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,32.0,0.0,0.0,0.0,0.0,0.106,0.208,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.158,0.0,0.0
3.0,3.0,4.0,103.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,28.0,53.0,14.0,1.0,2.0,1.0,0.659,0.568,0.0,1.0,0.0,1.0,1.0,0.28,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,1.0,0.46,1.0,1.0,0.165,0.928,1.0
2.0,1.0,4.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,19.0,24.0,0.0,0.0,0.0,0.0,0.084,0.229,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.817,0.0,0.0
2.0,1.0,2.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,27.0,3.0,0.0,0.0,0.0,0.107,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
